"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,LOW,MID,MARKET
all,1,0,Bystial Druiswurm,MP23,25Th Anniversary Tin: Dueling Heroes Mega Pack,MP23-EN159,PScR,NearMint,1st Edition,English,18.12,2024-12-02,0.95,2.15,1.69
all,1,0,Bystial Magnamhut,MP23,25Th Anniversary Tin: Dueling Heroes Mega Pack,MP23-EN157,PScR,NearMint,1st Edition,English,1.89,2023-10-21,0.96,2.31,1.87
all,1,0,Bystial Saronir,MP23,25Th Anniversary Tin: Dueling Heroes Mega Pack,MP23-EN158,PScR,NearMint,1st Edition,English,4.96,2023-09-21,0.80,2.50,1.74
all,1,0,Carnot the Eternal Machine,PHNI,Phantom Nightmare,PHNI-EN024,UR,NearMint,1st Edition,English,4.11,2025-03-10,0.75,1.15,1.14
all,1,0,Centur-Ion Atrii,INFO,The Infinite Forbidden,INFO-EN021,SR,NearMint,1st Edition,English,0.21,2026-01-19,0.04,0.25,0.18
all,1,0,Centur-Ion Auxila,LEDE,Legacy Of Destruction,LEDE-EN042,ScR,NearMint,1st Edition,English,9.10,2024-12-02,0.49,2.00,1.58
all,1,0,Centur-Ion Gargoyle II,LEDE,Legacy Of Destruction,LEDE-EN021,C,NearMint,1st Edition,English,0.10,2026-01-19,0.02,0.20,0.20
all,2,0,Chamber Dragonmaid,ETCO,Eternity Code,ETCO-EN026,ScR,NearMint,1st Edition,English,20.04,2023-09-27,1.99,10.75,3.09
all,1,0,Chaos Dragon Levianeer,MAGO,Maximum Gold,MAGO-EN017,PGR,NearMint,1st Edition,English,3.81,2022-01-08,0.39,1.04,1.09
all,1,0,Chaos Emperor Dragon - Envoy of the End,IOC,Invasion of Chaos,IOC-000,ScR,NearMint,Unlimited,English,21.10,2023-04-26,33.00,49.49,27.07
all,1,0,Chaos Emperor Dragon - Envoy of the End,TOCH,Toon Chaos,TOCH-EN030,R,NearMint,1st Edition,English,0.69,2022-01-08,0.15,0.50,0.40
all,1,0,"Chaos Emperor, the Dragon of Armageddon",BLAR,Battles Of Legend: Armageddon,BLAR-EN051,ScR,NearMint,1st Edition,English,56.02,2023-04-26,4.00,7.26,7.16
all,1,0,Chaos Mirage Dragon,MP24,25Th Anniversary Tin: Dueling Mirrors,MP24-EN170,UR,NearMint,1st Edition,English,0.14,2024-12-02,0.04,0.25,0.21
all,1,0,"Chaos Ruler, the Chaotic Magical Dragon",MP21,2021 Tin Of Ancient Battles,MP21-EN128,UR,NearMint,1st Edition,English,1.04,2022-01-08,0.18,0.60,0.40
all,1,0,Chimeratech Fortress Dragon,BATT,Battle Pack Tournament,BATT-EN015,SFR,NearMint,Limited,English,79.44,2024-12-02,110.00,295.00,62.65
all,1,0,Chimeratech Fortress Dragon,MP24,25Th Anniversary Tin: Dueling Mirrors,MP24-EN022,QCScR,NearMint,1st Edition,English,1.55,2024-11-04,1.99,3.73,2.83
all,1,0,Chimeratech Fortress Dragon,PGL3,Premium Gold: Infinite Gold,PGL3-EN057,GUR,NearMint,1st Edition,English,1.11,2023-04-30,1.54,3.04,2.81
all,1,0,Chimeratech Fortress Dragon,PGL3,Premium Gold: Infinite Gold,PGL3-EN057,GUR,NearMint,1st Edition,English,5.65,2022-03-05,1.54,3.04,2.81
all,1,0,Chimeratech Megafleet Dragon,BLAR,Battles Of Legend: Armageddon,BLAR-EN085,ScR,NearMint,1st Edition,English,1.26,2023-04-30,0.48,1.99,0.99
all,1,0,Chimeratech Megafleet Dragon,BLAR,Battles Of Legend: Armageddon,BLAR-EN085,ScR,NearMint,1st Edition,English,5.25,2022-03-05,0.48,1.99,0.99
all,1,0,Chimeratech Overdragon,PGLD,Premium Gold,PGLD-EN056,GUR,NearMint,1st Edition,English,1.01,2023-04-30,0.39,0.70,0.65
all,1,0,Chimeratech Overdragon,PGLD,Premium Gold,PGLD-EN056,GUR,NearMint,1st Edition,English,1.39,2022-03-05,0.39,0.70,0.65
all,1,0,Chimeratech Rampage Dragon,LEDD,Legendary Dragon Decks,LEDD-ENB29,UR,NearMint,1st Edition,English,0.49,2023-04-30,0.08,0.40,0.28
all,1,0,Chimeratech Rampage Dragon,LEDD,Legendary Dragon Decks,LEDD-ENB29,UR,NearMint,1st Edition,English,2.39,2022-03-05,0.08,0.40,0.28
all,1,0,Chthonian Emperor Dragon,TAEV,Tactical Evolution,TAEV-EN019,UR,NearMint,Unlimited,English,2.45,2022-07-17,1.50,3.00,2.07
all,1,0,Chthonian Emperor Dragon,TAEV,Tactical Evolution,TAEV-EN019,UR,NearMint,1st Edition,English,2.46,2022-01-08,1.24,2.76,1.89
all,1,0,Clear Vice Dragon,SOVR,Stardust Overdrive,SOVR-EN098,ScR,NearMint,Unlimited,English,10.57,2022-01-08,7.78,12.98,9.57
all,1,0,Clear Wing Fast Dragon,DUDE,Duel Devastator,DUDE-EN011,UR,NearMint,1st Edition,English,0.20,2022-01-08,0.06,0.35,0.29
all,1,0,Clear Wing Synchro Dragon,MP16,2016 Mega-Tins Mega Pack,MP16-EN022,ScR,NearMint,1st Edition,English,3.12,2022-01-08,0.79,3.21,3.06
all,1,0,Coral Dragon,TDIL,The Dark Illusion,TDIL-EN051,ScR,NearMint,1st Edition,English,11.80,2022-01-08,0.35,1.85,0.64
all,1,0,Cosmic Blazar Dragon,DUSA,Duelist Saga,DUSA-EN034,UR,NearMint,1st Edition,English,3.21,2022-01-08,5.50,7.97,6.63
all,1,0,Cosmic Quasar Dragon,DUNE,Duelist Nexus,DUNE-EN037,QCScR,NearMint,1st Edition,English,35.83,2023-10-21,34.99,46.55,49.45
all,1,0,Crimson Dragon,DUNE,Duelist Nexus,DUNE-EN038,ScR,NearMint,1st Edition,English,10.70,2023-09-27,2.43,3.90,3.64
all,1,0,Crossrose Dragon,LDS2,Legendary Duelists: Season 2,LDS2-EN114,UR,NearMint,1st Edition,English,0.67,2022-01-08,0.35,0.59,0.56
all,1,0,Crossrose Dragon,DUOV,Duel Overload,DUOV-EN015,UR,NearMint,1st Edition,English,0.62,2022-01-24,0.20,0.71,0.49
all,1,0,Crystal Beast Rainbow Dragon,GFP2,Ghosts From The Past: The 2Nd Haunting,GFP2-EN001,UR,NearMint,1st Edition,English,0.83,2022-07-17,0.01,0.29,0.31
all,1,0,Crystal Clear Wing Over Synchro Dragon,SUDA,Supreme Darkness,SUDA-EN039,UR,NearMint,1st Edition,English,1.39,2025-03-17,0.95,2.15,2.30
all,1,0,Crystal Clear Wing Synchro Dragon,LED8,Legendary Duelists: Synchro Storm,LED8-EN005,UR,NearMint,1st Edition,English,4.78,2022-01-24,0.20,0.79,0.68
all,1,0,Crystal Wing Synchro Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN062,ScR,NearMint,1st Edition,English,10.36,2022-01-08,0.59,3.32,2.34
all,1,0,Curse of Dragon,LOB_25,Legend Of Blue Eyes White Dragon (Lc01 25Th Anniversary Edition),LOB-EN066,SR,NearMint,Unlimited,English,1.77,2023-09-27,2.00,3.72,3.69
all,1,0,"Curse of Dragon, the Cursed Dragon",LDS1,Legendary Duelists: Season 1,LDS1-EN118,UR,NearMint,1st Edition,English,0.23,2022-01-08,0.06,0.48,0.40
all,1,0,"Curse of Dragon, the Cursed Dragon",MP21,2021 Tin Of Ancient Battles,MP21-EN098,C,NearMint,1st Edition,English,0.09,2022-07-17,0.03,0.20,0.15
all,1,0,Curse of Dragonfire,MIL1,Millennium Pack,MIL1-EN002,UR,NearMint,1st Edition,English,1.95,2022-03-05,1.18,1.48,1.33
all,1,0,Cyber Barrier Dragon,SOI,Shadow of Infinity,SOI-EN006,UtR,NearMint,1st Edition,English,24.66,2025-03-17,84.28,225.00,93.39
all,1,0,Cyber Dragon,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN005,QCScR,NearMint,Limited,English,6.87,2023-10-21,4.12,6.98,5.59
all,1,0,Cyber Dragon,HAC1,Hidden Arsenal Chapter 1,HAC1-EN014,DUPR,NearMint,1st Edition,English,0.87,2023-04-30,0.19,0.66,0.56
all,1,0,Cyber Dragon,HAC1,Hidden Arsenal Chapter 1,HAC1-EN014,DUPR,NearMint,1st Edition,English,2.39,2022-03-22,0.19,0.66,0.56
all,1,0,Cyber Dragon Core,RA04,Quarter Century Stampede,RA04-EN013,ScR,NearMint,1st Edition,English,0.43,2026-04-23,0.09,0.45,0.36
all,2,0,Cyber Dragon Herz,CYHO,Cybernetic Horizon,CYHO-EN015,UR,NearMint,1st Edition,English,1.88,2023-09-27,2.85,3.46,3.47
all,1,0,Cyber Dragon Infinity,MP16,2016 Mega-Tins Mega Pack,MP16-EN237,ScR,NearMint,1st Edition,English,7.46,2023-04-30,0.58,1.97,1.31
all,1,0,Cyber Dragon Infinity,MAGO,Maximum Gold,MAGO-EN033,PGR,NearMint,1st Edition,English,7.01,2023-04-30,0.79,2.45,2.46
all,1,0,Cyber Dragon Infinity,MAGO,Maximum Gold,MAGO-EN033a,PGR,NearMint,1st Edition,English,3.67,2023-04-30,0.70,1.50,1.25
all,1,0,Cyber Dragon Infinity,MAGO,Maximum Gold,MAGO-EN033a,PGR,NearMint,1st Edition,English,3.48,2022-01-08,0.70,1.50,1.25
all,1,0,Cyber Dragon Infinity,MP16,2016 Mega-Tins Mega Pack,MP16-EN237,ScR,NearMint,1st Edition,English,8.16,2022-01-08,0.58,1.97,1.31
all,1,0,Cyber Dragon Nachster,LDS2,Legendary Duelists: Season 2,LDS2-EN032,UR,NearMint,1st Edition,English,2.18,2022-03-22,0.92,2.34,2.34
all,1,0,Cyber Dragon Nova,SDCR,Structure Deck: Cyber Dragon Revolution,SDCR-EN038,UR,NearMint,1st Edition,English,2.33,2023-09-21,1.98,3.39,2.79
all,1,0,Cyber Dragon Sieger,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN108,PScR,NearMint,1st Edition,English,4.44,2023-04-30,3.96,5.98,5.77
all,1,0,Cyber Dragon Sieger,LDS2,Legendary Duelists: Season 2,LDS2-EN034,C,NearMint,1st Edition,English,1.90,2022-01-24,3.50,5.60,5.55
all,1,0,Cyber End Dragon,RA03,Quarter Century Bonanza,RA03-EN156,PlScR,NearMint,1st Edition,English,0.87,2025-03-10,0.98,2.06,1.60
all,1,0,Cyber End Dragon,SDCS,Structure Deck: Cyber Strike,SDCS-EN041,UR,NearMint,1st Edition,English,0.21,2023-04-30,0.10,0.38,0.24
all,1,0,Cyber End Dragon,SDCS,Structure Deck: Cyber Strike,SDCS-EN041,UR,NearMint,1st Edition,English,0.41,2022-01-08,0.10,0.38,0.24
all,1,0,Cyber Eternity Dragon,LDS2,Legendary Duelists: Season 2,LDS2-EN033,UR,NearMint,1st Edition,English,4.33,2023-04-30,3.00,5.25,5.00
all,1,0,Cyber Eternity Dragon,LDS2,Legendary Duelists: Season 2,LDS2-EN033,UR,NearMint,1st Edition,English,5.96,2022-01-08,3.00,5.25,5.00
all,1,0,Cyber Laser Dragon,SOI,Shadow of Infinity,SOI-EN007,UR,NearMint,Unlimited,English,7.96,2023-11-05,4.74,9.42,7.39
all,1,0,Cyber Twin Dragon,LCGX,Legendary Collection 2 The Duel Academy Years Mega Pack,LCGX-EN180,ScR,NearMint,Unlimited,English,5.23,2025-03-13,3.20,4.70,4.04
all,1,0,Cyber Valley,RA03,Quarter Century Bonanza,RA03-EN192,PlScR,NearMint,1st Edition,English,0.80,2025-03-10,1.17,1.75,1.52
all,1,0,Cyberdark Dragon,CDIP,Cyberdark Impact,CDIP-EN035,UR,NearMint,Unlimited,English,13.00,2023-09-27,96.00,99.99,15.17
all,1,0,Cyberdark End Dragon,SDCS,Structure Deck: Cyber Strike,SDCS-EN044,UR,NearMint,1st Edition,English,0.31,2022-01-08,0.04,0.32,0.32
all,1,0,Cyberdark End Dragon,SDCS,Structure Deck: Cyber Strike,SDCS-EN044,UR,NearMint,1st Edition,English,0.24,2023-04-30,0.04,0.32,0.32
all,1,0,Cyberdarkness Dragon,LEDU,Legendary Duelists,LEDU-EN024,SR,NearMint,1st Edition,English,2.99,2023-09-21,1.80,3.16,3.05
all,1,0,Cyberse Clock Dragon,SOFU,Soul Fusion,SOFU-EN034,UR,NearMint,Unlimited,English,0.52,2022-01-08,0.19,0.50,0.43
all,1,0,Cyberse Quantum Dragon,MP20,2020 Tin Of Lost Memories,MP20-EN018,PScR,NearMint,1st Edition,English,1.72,2022-01-08,0.20,0.99,0.83
all,1,0,D/D/D Deviser King Deus Machinex,BACH,Battle Of Chaos,BACH-EN044,UR,NearMint,1st Edition,English,5.27,2023-01-25,0.70,1.69,1.39
all,1,0,Daigusto Eguls,HA05,Hidden Arsenal 5 Steelswarm Invasion,HA05-EN054,ScR,NearMint,1st Edition,English,0.78,2022-01-08,0.20,0.72,0.40
all,2,0,Dark Anthelion Dragon,DUOV,Duel Overload,DUOV-EN036,UR,NearMint,1st Edition,English,0.25,2022-01-08,0.05,0.30,0.23
all,1,0,Dark Armed Dragon,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN068,ScR,NearMint,1st Edition,English,4.87,2022-03-05,4.86,8.50,5.59
all,1,0,Dark Armed Dragon,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN068,ScR,NearMint,1st Edition,English,2.89,2022-01-08,4.86,8.50,5.59
all,2,0,"Dark Armed, the Dragon of Annihilation",BLAR,Battles Of Legend: Armageddon,BLAR-EN050,ScR,NearMint,1st Edition,English,1.94,2022-01-08,0.60,1.44,1.20
all,1,0,Dark Blade the Dragon Knight,RDS,Rise of Destiny,RDS-EN035,UtR,NearMint,1st Edition,English,22.23,2025-03-13,27.00,84.32,28.05
all,1,0,Dark End Dragon,JUMP,Shonen Jump Magazine,JUMP-EN044,UR,NearMint,Limited,English,2.22,2022-01-08,14.49,16.25,14.29
all,1,0,Dark End Evaporation Dragon,MP25,2025 Mega-Pack Tin,MP25-EN212,UR,NearMint,1st Edition,English,0.52,2026-01-19,0.20,0.71,0.70
all,1,0,Dark End Evaporation Dragon,MP25,2025 Mega-Pack Tin,MP25-EN212,UR,NearMint,1st Edition,English,0.53,2026-04-23,0.20,0.71,0.70
all,1,0,Dark Hole Dragon,AGOV,Age Of Overlord,AGOV-EN020,UR,NearMint,1st Edition,English,0.37,2024-12-02,0.20,0.75,0.66
all,1,0,Dark Horus,PTDN,Phantom Darkness,PTDN-EN016,UR,NearMint,1st Edition,English,11.25,2022-01-24,7.32,18.28,8.12
all,1,0,Dark Magician,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN001,QCScR,NearMint,Limited,English,8.27,2023-10-21,13.17,20.00,16.70
all,1,0,Dark Magician,LC01_25,Legendary Collection: 25Th Anniversary Edition,LC01-EN005,QCScR,NearMint,Limited,English,6.44,2023-09-27,4.35,7.00,5.39
all,1,0,Dark Magician Girl,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN268,PScR,NearMint,1st Edition,English,16.83,2023-01-25,7.99,11.09,10.09
all,1,0,Dark Magician Girl,LART,The Lost Art Promotion,LART-EN035,UR,NearMint,Limited,English,31.67,2022-01-08,32.70,43.69,36.05
all,1,0,Dark Magician Girl the Dragon Knight,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN006(G),UR,NearMint,1st Edition,English,2.27,2022-01-08,3.99,8.12,4.93
all,1,0,Dark Magician Girl the Dragon Knight,DRL3,Dragons of Legend: Unleashed,DRL3-EN044,UR,NearMint,1st Edition,English,3.75,2022-01-08,3.91,5.04,4.79
all,1,0,Dark Magician the Dragon Knight,LEDD,Legendary Dragon Decks,LEDD-ENA00,UR,NearMint,1st Edition,English,1.38,2023-04-29,1.00,2.49,2.52
all,1,0,Dark Magician the Knight of Dragon Magic,BLMR,Battles Of Legend: Monstrous Revenge,BLMR-EN001,ScR,NearMint,1st Edition,English,1.60,2023-09-21,2.34,3.25,2.73
all,1,0,Dark Rebellion Xyz Dragon,CT12,2015 Mega-Tins,CT12-EN002,PlScR,NearMint,Limited,English,2.50,2022-01-08,0.74,1.66,2.45
all,1,0,Dark Requiem Xyz Dragon,INOV,Invasion: Vengeance,INOV-EN049,ScR,NearMint,1st Edition,English,3.29,2023-09-21,10.00,15.00,5.97
all,1,0,Dark Requiem Xyz Dragon,GFTP,Ghosts From The Past,GFTP-EN099,UR,NearMint,1st Edition,English,0.81,2022-01-08,0.25,0.54,0.41
all,1,0,Dark Requiem Xyz Dragon,INOV,Invasion: Vengeance,INOV-EN049,ScR,NearMint,Unlimited,English,7.65,2022-01-08,9.99,13.42,5.79
all,1,0,"Darkest Diabolos, Lord of the Lair",SR06,Structure Deck: Lair Of Darkness,SR06-EN001,UR,NearMint,1st Edition,English,3.46,2022-01-08,1.45,2.26,1.63
all,1,0,Darkflare Dragon,PGLD,Premium Gold,PGLD-EN040,GUR,NearMint,1st Edition,English,0.42,2022-01-08,0.23,0.51,0.48
all,1,0,"Darkness Metal, the Dragon of Dark Steel",BLAR,Battles Of Legend: Armageddon,BLAR-EN047,ScR,NearMint,1st Edition,English,3.34,2022-03-05,4.00,5.49,5.39
all,1,0,Darkstorm Dragon,OP03,OTS Tournament Pack 3,OP03-EN024,C,NearMint,Unlimited,English,0.21,2022-01-24,0.05,0.30,0.08
all,1,0,Darkstorm Dragon,ORCS,Order of Chaos,ORCS-EN037,SR,NearMint,1st Edition,English,0.48,2022-01-08,0.19,0.51,0.33
all,1,0,Debris Dragon,LC5D,"Legendary Collection 5D's Mega Pack",LC5D-EN009,ScR,NearMint,1st Edition,English,4.98,2022-01-08,9.11,19.77,11.05
all,1,0,Deep-Eyes White Dragon,MVP1,The Dark Side of Dimensions Movie Pack,MVP1-EN005,UR,NearMint,1st Edition,English,1.47,2022-01-08,0.89,1.58,1.62
all,1,0,Des Volstgalph,GLD2,Gold Series 2009,GLD2-EN002,GUR,NearMint,Limited,English,6.82,2022-01-08,3.75,4.99,4.33
all,1,0,Desperado Barrel Dragon,LDS1,Legendary Duelists: Season 1,LDS1-EN076,UR,NearMint,1st Edition,English,0.83,2023-04-30,0.21,0.64,0.25
all,1,0,Desperado Barrel Dragon,LDS1,Legendary Duelists: Season 1,LDS1-EN076,UR,NearMint,1st Edition,English,0.67,2022-01-08,0.21,0.64,0.25
all,1,0,Destruction Dragon,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN108,ScR,NearMint,1st Edition,English,2.50,2022-03-05,0.49,2.74,2.85
all,3,0,Destruction Dragon,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN108,ScR,NearMint,Unlimited,English,1.29,2022-01-08,0.30,0.92,0.61
all,1,0,"Diabolos, King of the Abyss",FOTB,Force of the Breaker,FOTB-EN061,ScR,NearMint,Unlimited,English,39.99,2023-10-21,0.75,24.94,18.36
all,1,0,"Diabolos, King of the Abyss",FOTB,Force of the Breaker,FOTB-EN061,ScR,Poor,Unlimited,English,39.99,2023-09-27,0.75,24.94,18.36
all,1,0,"Disaster, Dragon Ruler of All Apocalypses",ALIN,Alliance Insight,ALIN-EN049,UR,NearMint,1st Edition,English,0.49,2026-01-19,0.45,0.99,0.75
all,1,0,Divine Dragon - Excelion,SOI,Shadow of Infinity,SOI-EN033,UtR,NearMint,Unlimited,English,0.00,2022-03-05,7.59,9.99,11.55
all,1,0,Divine Dragon Lord Felgrand,SR02,Rise Of The True Dragons Structure Deck,SR02-EN001,UR,NearMint,1st Edition,English,1.31,2022-01-08,0.19,0.61,0.52
all,1,0,Doom Virus Dragon,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN064,UR,NearMint,1st Edition,English,0.39,2022-01-08,0.20,0.50,0.37
all,1,0,Doomkaiser Dragon,DL16,Duelist League 16,DL16-EN011,R,NearMint,Unlimited,English,0.00,2023-01-25,3.49,5.75,2.95
all,1,0,Doomkaiser Dragon,CSOC,Crossroads of Chaos,CSOC-EN043,UtR,NearMint,Unlimited,English,17.11,2022-01-08,15.37,19.10,17.39
all,1,0,Doomkaiser Dragon/Assault Mode,CRMS,Crimson Crisis,CRMS-EN019,UR,NearMint,1st Edition,English,1.62,2022-01-08,3.86,12.95,10.28
all,1,0,DoomZ V Five - Amalthe,DOOD,Doom Of Dimensions,DOOD-EN009,UR,NearMint,1st Edition,English,0.98,2026-01-19,0.50,2.88,1.15
all,1,0,DoomZ VII Seven - Elara,DOOD,Doom Of Dimensions,DOOD-EN010,SR,NearMint,1st Edition,English,0.18,2026-01-19,0.05,0.49,0.47
all,1,0,DoomZ XII Zero - Drastea,DOOD,Doom Of Dimensions,DOOD-EN008,ScR,NearMint,1st Edition,English,2.42,2026-01-19,4.99,9.00,8.60
all,1,0,Dora Dora,INFO,The Infinite Forbidden,INFO-EN028,C,NearMint,1st Edition,English,0.10,2026-01-19,0.01,0.20,0.10
all,1,0,Doublebyte Dragon,DUPO,Duel Power,DUPO-EN020,UR,NearMint,1st Edition,English,0.21,2022-03-22,0.08,0.33,0.25
all,1,0,Dracotail Shaulas,BPRO,Burst Protocol,BPRO-EN037,UR,NearMint,1st Edition,English,0.67,2026-04-23,0.15,0.68,0.53
all,3,0,Dragocytos Corrupted Nethersoul Dragon,PGL2,Premium Gold: Return of the Bling,PGL2-EN014,GScR,NearMint,1st Edition,English,1.00,2022-01-08,0.50,1.00,0.92
all,1,0,Dragon Buster Destruction Sword,BOSH,Breakers of Shadow,BOSH-EN020,C,NearMint,Unlimited,English,0.38,2022-01-24,0.10,0.37,0.29
all,1,0,Dragon Buster Destruction Sword,BLAR,Battles Of Legend: Armageddon,BLAR-EN079,UR,NearMint,1st Edition,English,0.69,2022-01-08,0.25,0.74,0.47
all,1,0,Dragon Gate,MP25,2025 Mega-Pack Tin,MP25-EN148,PScR,NearMint,1st Edition,English,2.18,2026-04-23,0.93,1.98,1.47
all,1,0,Dragon Ice,GLAS,"Gladiator's Assault",GLAS-EN084,ScR,NearMint,Unlimited,English,22.98,2022-03-05,33.30,49.99,24.57
all,1,0,Dragon Knight Draco-Equiste,CT07,Collectible Tin 2010,CT07-EN003,ScR,NearMint,Limited,English,1.17,2022-01-08,0.30,1.02,0.70
all,1,0,Dragon Master Knight,UE02,Ultimate Edition 2,UE02-EN001,UR,NearMint,Limited,English,5.98,2022-01-08,2.65,10.08,11.41
all,1,0,Dragon Master Magia,RA04,Quarter Century Stampede,RA04-EN055,UtR,NearMint,1st Edition,English,53.26,2026-03-26,65.48,72.00,64.86
all,1,0,Dragon of Pride and Soul,INFO,The Infinite Forbidden,INFO-EN000,QCScR,NearMint,1st Edition,English,40.43,2026-03-26,33.98,44.96,42.13
all,1,0,Dragon Spirit of White,LCKC,Legendary Collection Kaiba Mega Pack,LCKC-EN018,ScR,NearMint,Unlimited,English,3.57,2022-01-08,0.49,1.00,0.72
all,1,0,Dragonecro Nethersoul Dragon,PGLD,Premium Gold,PGLD-EN015,GScR,NearMint,1st Edition,English,7.39,2022-01-08,0.98,1.69,1.21
all,1,0,Dragonic Knight,JUMP,Shonen Jump Magazine,JUMP-EN026,UR,NearMint,Limited,English,0.77,2023-09-27,0.30,0.91,0.87
all,1,0,Dragonmaid Ernus,MYFI,Mystic Fighters,MYFI-EN015,SR,NearMint,1st Edition,English,0.61,2026-01-19,0.15,0.88,0.66
all,1,0,Dragonmaid Lorpar,MYFI,Mystic Fighters,MYFI-EN021,ScR,NearMint,1st Edition,English,9.07,2022-07-17,0.15,1.00,1.01
all,1,0,Dragonmaid Nudyarl,MYFI,Mystic Fighters,MYFI-EN017,ScR,NearMint,1st Edition,English,4.19,2022-03-05,0.80,2.82,2.03
all,1,0,Dragonmaid Sheou,MP21,2021 Tin Of Ancient Battles,MP21-EN065,PScR,NearMint,1st Edition,English,0.74,2022-01-08,0.30,0.99,0.79
all,1,0,Dragonmaid Tinkhec,MYFI,Mystic Fighters,MYFI-EN019,SR,NearMint,1st Edition,English,1.99,2026-01-19,0.39,1.09,1.07
all,1,0,Dragunity Arma Gram,GFTP,Ghosts From The Past,GFTP-EN036,UR,NearMint,1st Edition,English,1.00,2022-01-08,0.54,1.05,1.05
all,1,0,Dragunity Arma Gram,GFTP,Ghosts From The Past,GFTP-EN036,UR,NearMint,1st Edition,English,1.34,2022-03-05,0.54,1.05,1.05
all,1,0,Dragunity Arma Leyvaten,SDDL,Dragunity Legion Structure Deck,SDDL-EN001,UR,NearMint,1st Edition,English,1.00,2022-03-05,0.25,0.64,0.65
all,1,0,Dragunity Guisarme,HAC1,Hidden Arsenal Chapter 1,HAC1-EN172,ScR,NearMint,Limited,English,3.26,2022-03-22,0.25,0.65,0.59
all,1,0,Dragunity Knight - Areadbhair,GFTP,Ghosts From The Past,GFTP-EN043,UR,NearMint,1st Edition,English,0.69,2022-01-08,2.75,5.00,5.14
all,1,0,Dragunity Knight - Areadbhair,GFTP,Ghosts From The Past,GFTP-EN043,UR,NearMint,1st Edition,English,0.65,2022-03-05,2.75,5.00,5.14
all,1,0,Dragunity Knight - Ascalon,CYHO,Cybernetic Horizon,CYHO-EN033,UR,NearMint,1st Edition,English,1.75,2022-03-05,1.03,1.65,1.63
all,1,0,Dragunity Knight - Barcha,HAC1,Hidden Arsenal Chapter 1,HAC1-EN165,DUPR,NearMint,1st Edition,English,0.56,2022-03-22,0.03,0.40,0.39
all,1,0,Dragunity Knight - Gae Bulg,HA03,Hidden Arsenal 3,HA03-EN057,ScR,NearMint,1st Edition,English,2.33,2022-03-05,0.48,1.00,0.84
all,1,0,Dragunity Knight - Gae Dearg,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN059,UR,NearMint,1st Edition,English,2.28,2022-03-05,0.25,0.99,0.90
all,1,0,Dragunity Knight - Romulus,MP20,2020 Tin Of Lost Memories,MP20-EN145,PScR,NearMint,1st Edition,English,1.32,2022-01-08,0.50,1.08,0.82
all,1,0,Dragunity Knight - Trident,HA04,"Hidden Arsenal 4 Trishula'S Triumph",HA04-EN028,ScR,NearMint,1st Edition,English,4.40,2022-01-08,1.18,8.86,4.50
all,1,0,Dragunity Knight - Vajrayana,SHVA,Shadows in Valhalla,SHVA-EN050,ScR,NearMint,1st Edition,English,0.80,2022-03-05,0.36,0.62,0.52
all,1,0,Dragunity Knight - Vajrayana,SHVA,Shadows in Valhalla,SHVA-EN050,ScR,NearMint,1st Edition,English,0.81,2022-01-24,0.36,0.62,0.52
all,1,0,Dragunity Phalanx,GFTP,Ghosts From The Past,GFTP-EN073,UR,NearMint,1st Edition,English,0.26,2022-01-08,0.05,0.36,0.34
all,1,0,Dragunity Remus,GFTP,Ghosts From The Past,GFTP-EN038,UR,NearMint,1st Edition,English,2.73,2023-09-21,1.99,4.00,3.42
all,1,0,Dramaturge of Despia,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN124,PScR,NearMint,1st Edition,English,0.43,2023-01-25,0.10,0.40,0.29
all,1,0,"Duel Link Dragon, the Duel Dragon",MP25,2025 Mega-Pack Tin,MP25-EN039,StR,NearMint,1st Edition,English,0.28,2026-01-19,0.19,0.50,0.42
all,1,0,Eclipse Wyvern,PGLD,Premium Gold,PGLD-EN041,GUR,NearMint,1st Edition,English,1.02,2022-07-17,0.50,0.81,0.81
all,1,0,"Eclipse, Dragon Ruler of Catastrophes",ALIN,Alliance Insight,ALIN-EN048,UR,NearMint,1st Edition,English,1.15,2026-01-19,0.79,1.44,1.22
all,1,0,Enlightenment Dragon,LEDE,Legacy Of Destruction,LEDE-EN038,SR,NearMint,1st Edition,English,0.25,2026-01-19,0.05,0.25,0.22
all,1,0,Enlightenment Paladin,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN010,QCScR,NearMint,Limited,English,0.46,2023-10-07,0.36,0.99,0.82
